path,filename,canvas_w,canvas_h,canvas_area,canvas_tiles_w,canvas_tiles_h,canvas_multiple_of_tile,visible_left,visible_top,visible_right_exclusive,visible_bottom_exclusive,visible_w,visible_h,visible_bbox_area,visible_tiles_w_ceil,visible_tiles_h_ceil,transparent_pixel_count,transparent_pixel_pct,bbox_empty_pct,margin_left,margin_top,margin_right,margin_bottom,max_margin_px,max_margin_tiles,parsed_dim_hint,parsed_frame_hint,suggested_trim_canvas_w,suggested_trim_canvas_h,suggested_trim_tiles_w,suggested_trim_tiles_h,issues,suspicious
sprites/operator/runtime/fallen_star_katana__melee_1h__fast_weapon.png,fallen_star_katana__melee_1h__fast_weapon.png,1152,96,110592,36.0,3.0,True,4,0,1096,95,1092,95,103740,35,3,107101,0.9684,0.062,4,0,56,1,56,1.75,,,1120,96,35,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/live_review/overlays/fallen_star_katana__melee_1h__fast_weapon.png,fallen_star_katana__melee_1h__fast_weapon.png,1152,96,110592,36.0,3.0,True,4,0,1096,95,1092,95,103740,35,3,107101,0.9684,0.062,4,0,56,1,56,1.75,,,1120,96,35,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/curated/body/melee_2h/fast_attack_1_right_body.png,fast_attack_1_right_body.png,576,288,165888,18.0,9.0,True,4,2,553,286,549,284,155916,18,9,154285,0.9301,0.0601,4,2,23,2,23,0.719,,,576,288,18,9,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/curated/weapon/ranged_2h/carbine_rifle_mk1_stance_raw.png,carbine_rifle_mk1_stance_raw.png,1024,1536,1572864,32.0,48.0,True,3,49,1024,1527,1021,1478,1509038,32,47,1264949,0.8042,0.0406,3,49,0,9,49,1.531,,,1024,1504,32,47,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/curated/body/melee_2h/fast_attack_right_body.png,fast_attack_right_body.png,1056,288,304128,33.0,9.0,True,4,2,1032,288,1028,286,294008,33,9,282366,0.9284,0.0333,4,2,24,0,24,0.75,,,1056,288,33,9,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/melee_fast/operator_body_melee_fast_baked-sheet.png,operator_body_melee_fast_baked-sheet.png,1152,96,110592,36.0,3.0,True,4,0,1124,96,1120,96,107520,35,3,88877,0.8036,0.0278,4,0,28,0,28,0.875,,,1120,96,35,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/operator__body__melee__fast_01__e__12f__96.png,operator__body__melee__fast_01__e__12f__96.png,1152,96,110592,36.0,3.0,True,4,0,1124,96,1120,96,107520,35,3,88930,0.8041,0.0278,4,0,28,0,28,0.875,,12f__96,1120,96,35,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/vehicles/hover_buggy/runtime/hover_buggy_idle_hover_runtime.png,hover_buggy_idle_hover_runtime.png,2008,201,403608,62.75,6.281,False,19,0,1981,201,1962,201,394362,62,7,298697,0.7401,0.0229,19,0,27,0,27,0.844,,,1984,224,62,7,CANVAS_NOT_MULTIPLE_OF_TILE;HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/enemies/drone/runtime/reaction/stagger_drone.png,stagger_drone.png,1536,1024,1572864,48.0,32.0,True,0,0,1512,1024,1512,1024,1548288,48,32,1246648,0.7926,0.0156,0,0,24,0,24,0.75,,,1536,1024,48,32,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/animation_base/body/melee/light_attack_base.png,light_attack_base.png,5376,96,516096,168.0,3.0,True,36,0,5342,96,5306,96,509376,166,3,448492,0.869,0.013,36,0,34,0,36,1.125,,,5312,96,166,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
runtime/sundered_keep/_extraction_review/floors_detected_bboxes.png,floors_detected_bboxes.png,1448,1086,1572528,45.25,33.938,False,0,0,1448,1086,1448,1086,1572528,46,34,0,0.0,0.0,0,0,0,0,0,0.0,,,1472,1088,46,34,CANVAS_NOT_MULTIPLE_OF_TILE,True
runtime/sundered_keep/_extraction_review/great_hall_walls_detected_bboxes.png,great_hall_walls_detected_bboxes.png,1254,1254,1572516,39.188,39.188,False,0,0,1254,1254,1254,1254,1572516,40,40,0,0.0,0.0,0,0,0,0,0,0.0,,,1280,1280,40,40,CANVAS_NOT_MULTIPLE_OF_TILE,True
runtime/sundered_keep/_extraction_review/ramparts_detected_bboxes.png,ramparts_detected_bboxes.png,1448,1086,1572528,45.25,33.938,False,0,0,1448,1086,1448,1086,1572528,46,34,0,0.0,0.0,0,0,0,0,0,0.0,,,1472,1088,46,34,CANVAS_NOT_MULTIPLE_OF_TILE,True
sprites/effects/runtime/portal_ring/portal_ring__fx__teleport__activate_01__omni__12f__161.png,portal_ring__fx__teleport__activate_01__omni__12f__161.png,1932,98,189336,60.375,3.062,False,0,0,1932,98,1932,98,189336,61,4,72314,0.3819,0.0,0,0,0,0,0,0.0,,12f__161,1952,128,61,4,CANVAS_NOT_MULTIPLE_OF_TILE,True
sprites/effects/runtime/portal_ring/portal_ring__fx__teleport__arrival_01__omni__12f__161.png,portal_ring__fx__teleport__arrival_01__omni__12f__161.png,1932,98,189336,60.375,3.062,False,0,0,1932,98,1932,98,189336,61,4,83199,0.4394,0.0,0,0,0,0,0,0.0,,12f__161,1952,128,61,4,CANVAS_NOT_MULTIPLE_OF_TILE,True
sprites/effects/runtime/portal_ring/portal_ring__fx__teleport__arrival_01__omni__6f__161.png,portal_ring__fx__teleport__arrival_01__omni__6f__161.png,966,98,94668,30.188,3.062,False,0,0,966,98,966,98,94668,31,4,38443,0.4061,0.0,0,0,0,0,0,0.0,,6f__161,992,128,31,4,CANVAS_NOT_MULTIPLE_OF_TILE,True
sprites/effects/runtime/portal_ring/portal_ring__fx__teleport__idle_01__omni__6f__161.png,portal_ring__fx__teleport__idle_01__omni__6f__161.png,966,98,94668,30.188,3.062,False,0,0,966,98,966,98,94668,31,4,44921,0.4745,0.0,0,0,0,0,0,0.0,,6f__161,992,128,31,4,CANVAS_NOT_MULTIPLE_OF_TILE,True
sprites/environment/props/portal_ring/runtime/fx/portal_ring__fx__interaction__activate_01__omni__12f__161.png,portal_ring__fx__interaction__activate_01__omni__12f__161.png,1932,98,189336,60.375,3.062,False,0,0,1932,98,1932,98,189336,61,4,72314,0.3819,0.0,0,0,0,0,0,0.0,,12f__161,1952,128,61,4,CANVAS_NOT_MULTIPLE_OF_TILE,True
sprites/environment/props/portal_ring/runtime/fx/portal_ring__fx__interaction__arrival_01__omni__12f__161.png,portal_ring__fx__interaction__arrival_01__omni__12f__161.png,1932,98,189336,60.375,3.062,False,0,0,1932,98,1932,98,189336,61,4,83199,0.4394,0.0,0,0,0,0,0,0.0,,12f__161,1952,128,61,4,CANVAS_NOT_MULTIPLE_OF_TILE,True
sprites/environment/props/portal_ring/runtime/fx/portal_ring__fx__interaction__idle_01__omni__6f__161.png,portal_ring__fx__interaction__idle_01__omni__6f__161.png,966,98,94668,30.188,3.062,False,0,0,966,98,966,98,94668,31,4,44921,0.4745,0.0,0,0,0,0,0,0.0,,6f__161,992,128,31,4,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/interiors/runtime/props_cables_01_28x32.png,props_cables_01_28x32.png,22,25,550,0.688,0.781,False,0,0,22,25,22,25,550,1,1,228,0.4145,0.0,0,0,0,0,0,0.0,28x32,,32,32,1,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/gothic_compound/road_path_001.png,road_path_001.png,48,66,3168,1.5,2.062,False,0,0,48,66,48,66,3168,2,3,0,0.0,0.0,0,0,0,0,0,0.0,,,64,96,2,3,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/gothic_compound/road_path_002.png,road_path_002.png,48,66,3168,1.5,2.062,False,0,0,48,66,48,66,3168,2,3,0,0.0,0.0,0,0,0,0,0,0.0,,,64,96,2,3,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/gothic_compound/road_path_003.png,road_path_003.png,48,66,3168,1.5,2.062,False,0,0,48,66,48,66,3168,2,3,0,0.0,0.0,0,0,0,0,0,0.0,,,64,96,2,3,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/gothic_compound/road_path_004.png,road_path_004.png,48,66,3168,1.5,2.062,False,0,0,48,66,48,66,3168,2,3,0,0.0,0.0,0,0,0,0,0,0.0,,,64,96,2,3,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/gothic_compound/road_path_005.png,road_path_005.png,48,66,3168,1.5,2.062,False,0,0,48,66,48,66,3168,2,3,0,0.0,0.0,0,0,0,0,0,0.0,,,64,96,2,3,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/gothic_compound/road_path_006.png,road_path_006.png,48,66,3168,1.5,2.062,False,0,0,48,66,48,66,3168,2,3,0,0.0,0.0,0,0,0,0,0,0.0,,,64,96,2,3,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/gothic_compound/road_path_007.png,road_path_007.png,48,66,3168,1.5,2.062,False,0,0,48,66,48,66,3168,2,3,0,0.0,0.0,0,0,0,0,0,0.0,,,64,96,2,3,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/gothic_compound/road_path_008.png,road_path_008.png,48,66,3168,1.5,2.062,False,0,0,48,66,48,66,3168,2,3,0,0.0,0.0,0,0,0,0,0,0.0,,,64,96,2,3,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/gothic_compound/road_path_009.png,road_path_009.png,48,66,3168,1.5,2.062,False,0,0,48,66,48,66,3168,2,3,0,0.0,0.0,0,0,0,0,0,0.0,,,64,96,2,3,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/gothic_compound/road_path_010.png,road_path_010.png,48,66,3168,1.5,2.062,False,0,0,48,66,48,66,3168,2,3,0,0.0,0.0,0,0,0,0,0,0.0,,,64,96,2,3,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_barrier_chain_01.png,overlay_barrier_chain_01.png,140,53,7420,4.375,1.656,False,0,0,140,53,140,53,7420,5,2,5022,0.6768,0.0,0,0,0,0,0,0.0,,,160,64,5,2,CANVAS_NOT_MULTIPLE_OF_TILE;HIGH_TRANSPARENT_PIXEL_RATIO,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_barrier_chain_02.png,overlay_barrier_chain_02.png,99,62,6138,3.094,1.938,False,0,0,99,62,99,62,6138,4,2,3575,0.5824,0.0,0,0,0,0,0,0.0,,,128,64,4,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_blood_splatter_01.png,overlay_blood_splatter_01.png,26,17,442,0.812,0.531,False,0,0,26,17,26,17,442,1,1,16,0.0362,0.0,0,0,0,0,0,0.0,,,32,32,1,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_blood_splatter_02.png,overlay_blood_splatter_02.png,81,27,2187,2.531,0.844,False,0,0,81,27,81,27,2187,3,1,3,0.0014,0.0,0,0,0,0,0,0.0,,,96,32,3,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_blood_splatter_03.png,overlay_blood_splatter_03.png,49,27,1323,1.531,0.844,False,0,0,49,27,49,27,1323,2,1,145,0.1096,0.0,0,0,0,0,0,0.0,,,64,32,2,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_blood_splatter_04.png,overlay_blood_splatter_04.png,26,21,546,0.812,0.656,False,0,0,26,21,26,21,546,1,1,196,0.359,0.0,0,0,0,0,0,0.0,,,32,32,1,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_blood_splatter_05.png,overlay_blood_splatter_05.png,132,17,2244,4.125,0.531,False,0,0,132,17,132,17,2244,5,1,739,0.3293,0.0,0,0,0,0,0,0.0,,,160,32,5,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_candle_shrine_01.png,overlay_candle_shrine_01.png,74,41,3034,2.312,1.281,False,0,0,74,41,74,41,3034,3,2,1394,0.4595,0.0,0,0,0,0,0,0.0,,,96,64,3,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_candle_shrine_02.png,overlay_candle_shrine_02.png,72,36,2592,2.25,1.125,False,0,0,72,36,72,36,2592,3,2,1071,0.4132,0.0,0,0,0,0,0,0.0,,,96,64,3,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_candle_shrine_03.png,overlay_candle_shrine_03.png,77,33,2541,2.406,1.031,False,0,0,77,33,77,33,2541,3,2,1154,0.4542,0.0,0,0,0,0,0,0.0,,,96,64,3,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_candle_shrine_04.png,overlay_candle_shrine_04.png,43,38,1634,1.344,1.188,False,0,0,43,38,43,38,1634,2,2,328,0.2007,0.0,0,0,0,0,0,0.0,,,64,64,2,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_candle_shrine_05.png,overlay_candle_shrine_05.png,36,36,1296,1.125,1.125,False,0,0,36,36,36,36,1296,2,2,24,0.0185,0.0,0,0,0,0,0,0.0,,,64,64,2,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_candle_shrine_06.png,overlay_candle_shrine_06.png,29,33,957,0.906,1.031,False,0,0,29,33,29,33,957,1,2,240,0.2508,0.0,0,0,0,0,0,0.0,,,32,64,1,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_candle_shrine_07.png,overlay_candle_shrine_07.png,36,13,468,1.125,0.406,False,0,0,36,13,36,13,468,2,1,197,0.4209,0.0,0,0,0,0,0,0.0,,,64,32,2,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_candle_shrine_08.png,overlay_candle_shrine_08.png,38,13,494,1.188,0.406,False,0,0,38,13,38,13,494,2,1,211,0.4271,0.0,0,0,0,0,0,0.0,,,64,32,2,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_candle_shrine_09.png,overlay_candle_shrine_09.png,12,41,492,0.375,1.281,False,0,0,12,41,12,41,492,1,2,206,0.4187,0.0,0,0,0,0,0,0.0,,,32,64,1,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_candle_shrine_10.png,overlay_candle_shrine_10.png,18,47,846,0.562,1.469,False,0,0,18,47,18,47,846,1,2,387,0.4574,0.0,0,0,0,0,0,0.0,,,32,64,1,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_crack_01.png,overlay_crack_01.png,58,85,4930,1.812,2.656,False,0,0,58,85,58,85,4930,2,3,4177,0.8473,0.0,0,0,0,0,0,0.0,,,64,96,2,3,CANVAS_NOT_MULTIPLE_OF_TILE;HIGH_TRANSPARENT_PIXEL_RATIO,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_crack_02.png,overlay_crack_02.png,32,99,3168,1.0,3.094,False,0,0,32,99,32,99,3168,1,4,2557,0.8071,0.0,0,0,0,0,0,0.0,,,32,128,1,4,CANVAS_NOT_MULTIPLE_OF_TILE;HIGH_TRANSPARENT_PIXEL_RATIO,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_crack_03.png,overlay_crack_03.png,38,94,3572,1.188,2.938,False,0,0,38,94,38,94,3572,2,3,3069,0.8592,0.0,0,0,0,0,0,0.0,,,64,96,2,3,CANVAS_NOT_MULTIPLE_OF_TILE;HIGH_TRANSPARENT_PIXEL_RATIO,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_crack_04.png,overlay_crack_04.png,65,95,6175,2.031,2.969,False,0,0,65,95,65,95,6175,3,3,4571,0.7402,0.0,0,0,0,0,0,0.0,,,96,96,3,3,CANVAS_NOT_MULTIPLE_OF_TILE;HIGH_TRANSPARENT_PIXEL_RATIO,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_gothic_corner_trim_01.png,overlay_gothic_corner_trim_01.png,32,30,960,1.0,0.938,False,0,0,32,30,32,30,960,1,1,434,0.4521,0.0,0,0,0,0,0,0.0,,,32,32,1,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_gothic_corner_trim_02.png,overlay_gothic_corner_trim_02.png,37,37,1369,1.156,1.156,False,0,0,37,37,37,37,1369,2,2,613,0.4478,0.0,0,0,0,0,0,0.0,,,64,64,2,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_gothic_corner_trim_03.png,overlay_gothic_corner_trim_03.png,38,43,1634,1.188,1.344,False,0,0,38,43,38,43,1634,2,2,872,0.5337,0.0,0,0,0,0,0,0.0,,,64,64,2,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_gothic_corner_trim_04.png,overlay_gothic_corner_trim_04.png,33,34,1122,1.031,1.062,False,0,0,33,34,33,34,1122,2,2,679,0.6052,0.0,0,0,0,0,0,0.0,,,64,64,2,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_gothic_corner_trim_05.png,overlay_gothic_corner_trim_05.png,24,21,504,0.75,0.656,False,0,0,24,21,24,21,504,1,1,232,0.4603,0.0,0,0,0,0,0,0.0,,,32,32,1,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_gothic_corner_trim_06.png,overlay_gothic_corner_trim_06.png,25,29,725,0.781,0.906,False,0,0,25,29,25,29,725,1,1,281,0.3876,0.0,0,0,0,0,0,0.0,,,32,32,1,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_gothic_corner_trim_07.png,overlay_gothic_corner_trim_07.png,25,27,675,0.781,0.844,False,0,0,25,27,25,27,675,1,1,282,0.4178,0.0,0,0,0,0,0,0.0,,,32,32,1,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_gothic_corner_trim_08.png,overlay_gothic_corner_trim_08.png,23,22,506,0.719,0.688,False,0,0,23,22,23,22,506,1,1,171,0.3379,0.0,0,0,0,0,0,0.0,,,32,32,1,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_gothic_corner_trim_09.png,overlay_gothic_corner_trim_09.png,24,23,552,0.75,0.719,False,0,0,24,23,24,23,552,1,1,168,0.3043,0.0,0,0,0,0,0,0.0,,,32,32,1,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_gothic_corner_trim_10.png,overlay_gothic_corner_trim_10.png,13,19,247,0.406,0.594,False,0,0,13,19,13,19,247,1,1,84,0.3401,0.0,0,0,0,0,0,0.0,,,32,32,1,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_gothic_corner_trim_11.png,overlay_gothic_corner_trim_11.png,12,19,228,0.375,0.594,False,0,0,12,19,12,19,228,1,1,69,0.3026,0.0,0,0,0,0,0,0.0,,,32,32,1,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_gothic_corner_trim_12.png,overlay_gothic_corner_trim_12.png,18,24,432,0.562,0.75,False,0,0,18,24,18,24,432,1,1,232,0.537,0.0,0,0,0,0,0,0.0,,,32,32,1,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_hanging_banner_01.png,overlay_hanging_banner_01.png,58,94,5452,1.812,2.938,False,0,0,58,94,58,94,5452,2,3,2560,0.4696,0.0,0,0,0,0,0,0.0,,,64,96,2,3,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_hanging_banner_02.png,overlay_hanging_banner_02.png,65,112,7280,2.031,3.5,False,0,0,65,112,65,112,7280,3,4,3329,0.4573,0.0,0,0,0,0,0,0.0,,,96,128,3,4,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_hanging_banner_03.png,overlay_hanging_banner_03.png,63,93,5859,1.969,2.906,False,0,0,63,93,63,93,5859,2,3,2860,0.4881,0.0,0,0,0,0,0,0.0,,,64,96,2,3,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_hanging_banner_04.png,overlay_hanging_banner_04.png,45,91,4095,1.406,2.844,False,0,0,45,91,45,91,4095,2,3,2073,0.5062,0.0,0,0,0,0,0,0.0,,,64,96,2,3,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_hardware_plate_01.png,overlay_hardware_plate_01.png,42,67,2814,1.312,2.094,False,0,0,42,67,42,67,2814,2,3,100,0.0355,0.0,0,0,0,0,0,0.0,,,64,96,2,3,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_hardware_plate_02.png,overlay_hardware_plate_02.png,31,32,992,0.969,1.0,False,0,0,31,32,31,32,992,1,1,217,0.2188,0.0,0,0,0,0,0,0.0,,,32,32,1,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_hardware_plate_03.png,overlay_hardware_plate_03.png,32,53,1696,1.0,1.656,False,0,0,32,53,32,53,1696,1,2,3,0.0018,0.0,0,0,0,0,0,0.0,,,32,64,1,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_hardware_plate_04.png,overlay_hardware_plate_04.png,25,32,800,0.781,1.0,False,0,0,25,32,25,32,800,1,1,107,0.1338,0.0,0,0,0,0,0,0.0,,,32,32,1,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_puddle_stain_01.png,overlay_puddle_stain_01.png,99,64,6336,3.094,2.0,False,0,0,99,64,99,64,6336,4,2,4498,0.7099,0.0,0,0,0,0,0,0.0,,,128,64,4,2,CANVAS_NOT_MULTIPLE_OF_TILE;HIGH_TRANSPARENT_PIXEL_RATIO,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_puddle_stain_02.png,overlay_puddle_stain_02.png,59,22,1298,1.844,0.688,False,0,0,59,22,59,22,1298,2,1,330,0.2542,0.0,0,0,0,0,0,0.0,,,64,32,2,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_puddle_stain_03.png,overlay_puddle_stain_03.png,44,33,1452,1.375,1.031,False,0,0,44,33,44,33,1452,2,2,769,0.5296,0.0,0,0,0,0,0,0.0,,,64,64,2,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_relic_symbol_01.png,overlay_relic_symbol_01.png,57,34,1938,1.781,1.062,False,0,0,57,34,57,34,1938,2,2,886,0.4572,0.0,0,0,0,0,0,0.0,,,64,64,2,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_relic_symbol_02.png,overlay_relic_symbol_02.png,22,36,792,0.688,1.125,False,0,0,22,36,22,36,792,1,2,234,0.2955,0.0,0,0,0,0,0,0.0,,,32,64,1,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_relic_symbol_03.png,overlay_relic_symbol_03.png,39,40,1560,1.219,1.25,False,0,0,39,40,39,40,1560,2,2,564,0.3615,0.0,0,0,0,0,0,0.0,,,64,64,2,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_relic_symbol_04.png,overlay_relic_symbol_04.png,27,36,972,0.844,1.125,False,0,0,27,36,27,36,972,1,2,379,0.3899,0.0,0,0,0,0,0,0.0,,,32,64,1,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_relic_symbol_05.png,overlay_relic_symbol_05.png,50,30,1500,1.562,0.938,False,0,0,50,30,50,30,1500,2,1,568,0.3787,0.0,0,0,0,0,0,0.0,,,64,32,2,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_relic_symbol_06.png,overlay_relic_symbol_06.png,71,52,3692,2.219,1.625,False,0,0,71,52,71,52,3692,3,2,1337,0.3621,0.0,0,0,0,0,0,0.0,,,96,64,3,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_relic_symbol_07.png,overlay_relic_symbol_07.png,28,38,1064,0.875,1.188,False,0,0,28,38,28,38,1064,1,2,410,0.3853,0.0,0,0,0,0,0,0.0,,,32,64,1,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_relic_symbol_08.png,overlay_relic_symbol_08.png,75,37,2775,2.344,1.156,False,0,0,75,37,75,37,2775,3,2,2031,0.7319,0.0,0,0,0,0,0,0.0,,,96,64,3,2,CANVAS_NOT_MULTIPLE_OF_TILE;HIGH_TRANSPARENT_PIXEL_RATIO,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_relic_symbol_09.png,overlay_relic_symbol_09.png,35,46,1610,1.094,1.438,False,0,0,35,46,35,46,1610,2,2,583,0.3621,0.0,0,0,0,0,0,0.0,,,64,64,2,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_rubble_debris_01.png,overlay_rubble_debris_01.png,22,1212,26664,0.688,37.875,False,0,0,22,1212,22,1212,26664,1,38,23748,0.8906,0.0,0,0,0,0,0,0.0,,,32,1216,1,38,CANVAS_NOT_MULTIPLE_OF_TILE;HIGH_TRANSPARENT_PIXEL_RATIO,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_rubble_debris_02.png,overlay_rubble_debris_02.png,59,46,2714,1.844,1.438,False,0,0,59,46,59,46,2714,2,2,1030,0.3795,0.0,0,0,0,0,0,0.0,,,64,64,2,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
tiles/roads_paths/runtime/roads/gothic/overlays/overlay_rubble_debris_03.png,overlay_rubble_debris_03.png,46,46,2116,1.438,1.438,False,0,0,46,46,46,46,2116,2,2,895,0.423,0.0,0,0,0,0,0,0.0,,,64,64,2,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
