semantic,direction,frame_index,composition,width,height,area,fill_ratio,centroid_x,centroid_y,center_offset_x,baseline,top_margin,bottom_margin,left_margin,right_margin,vertical_utilization,horizontal_utilization,components,largest_component_ratio,head_width,shoulder_width,torso_width,hip_width,stance_width,head_to_shoulder,torso_to_shoulder,hip_to_shoulder,stance_to_shoulder,clipped,value_available,mean_luma,value_range,dark_ratio,light_ratio,edge_contrast,sources
unarmed__parry_miss_01,w,1,full,61,70,2349,0.55012,55.146,52.702,7.646,84,15,11,29,6,0.72917,0.63542,1,1.00000,45,52,35,44,56,0.86538,0.67308,0.84615,1.07692,false,true,0.17633,0.32586,0.75436,0.01362,0.07162,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__parry_miss_01__w__8f__96.png
unarmed__parry_miss_01,w,2,full,63,64,2329,0.57763,53.412,56.467,5.912,84,21,11,28,5,0.66667,0.65625,1,1.00000,49,51,30,53,61,0.96078,0.58824,1.03922,1.19608,false,true,0.16961,0.31407,0.77888,0.01417,0.07452,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__parry_miss_01__w__8f__96.png
unarmed__parry_miss_01,w,3,full,71,66,2497,0.53286,49.358,54.696,1.858,84,19,11,18,7,0.68750,0.73958,1,1.00000,53,55,41.0,55,59,0.96364,0.74545,1.00000,1.07273,false,true,0.17198,0.30098,0.77253,0.01241,0.07584,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__parry_miss_01__w__8f__96.png
unarmed__parry_miss_01,w,4,full,70,59,2474,0.59903,51.196,58.804,3.696,84,26,11,21,5,0.61458,0.72917,4,0.99838,35,49,48.0,70,59,0.71429,0.97959,1.42857,1.20408,false,true,0.16405,0.30918,0.79790,0.01293,0.06861,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__parry_miss_01__w__8f__96.png
unarmed__parry_miss_01,w,5,full,81,66,2630,0.49196,55.599,55.775,8.099,84,19,11,15,0,0.68750,0.84375,2,0.99962,30,67,34.5,61,62,0.44776,0.51493,0.91045,0.92537,true,true,0.17408,0.30961,0.76882,0.01103,0.07632,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__parry_miss_01__w__8f__96.png
unarmed__parry_miss_01,w,6,full,68,61,2283,0.55039,52.546,59.589,5.046,84,24,11,25,3,0.63542,0.70833,2,0.99956,27,39,38.5,59,62,0.69231,0.98718,1.51282,1.58974,false,true,0.15169,0.30198,0.82216,0.01007,0.06465,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__parry_miss_01__w__8f__96.png
unarmed__parry_miss_01,w,7,full,59,72,2316,0.54520,52.281,51.726,4.781,84,13,11,23,14,0.75000,0.61458,1,1.00000,29,55,41.5,41,52,0.52727,0.75455,0.74545,0.94545,false,true,0.18070,0.33795,0.74266,0.01598,0.07651,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__parry_miss_01__w__8f__96.png
unarmed__parry_miss_01,w,8,full,46,72,2247,0.67844,50.343,52.123,2.843,84,13,11,29,21,0.75000,0.47917,1,1.00000,29,40,40.0,44,43,0.72500,1.00000,1.10000,1.07500,false,true,0.18578,0.33755,0.73832,0.02047,0.09174,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__parry_miss_01__w__8f__96.png
unarmed__parry_recovery_01,e,1,upper+lower,58,69,1846,0.46127,48.339,50.979,0.839,84,16,11,22,16,0.71875,0.60417,1,1.00000,43,48,25,31,41,0.89583,0.52083,0.64583,0.85417,false,true,0.18597,0.36436,0.75840,0.01408,0.08769,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/parry_recovery_01/operator__modular_upper_body__unarmed__parry_recovery_01__e__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/parry_recovery_01/operator__modular_lower_body__unarmed__parry_recovery_01__e__5f__96.png
unarmed__parry_recovery_01,e,2,upper+lower,49,69,1775,0.52499,48.372,51.646,0.872,84,16,11,26,21,0.71875,0.51042,1,1.00000,24,42,38,34,37,0.57143,0.90476,0.80952,0.88095,false,true,0.18253,0.36243,0.76056,0.01915,0.08571,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/parry_recovery_01/operator__modular_upper_body__unarmed__parry_recovery_01__e__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/parry_recovery_01/operator__modular_lower_body__unarmed__parry_recovery_01__e__5f__96.png
unarmed__parry_recovery_01,e,3,upper+lower,32,70,1682,0.75089,49.511,52.148,2.011,84,15,11,32,32,0.72917,0.33333,1,1.00000,24,25,25,29,31,0.96000,1.00000,1.16000,1.24000,false,true,0.17840,0.32828,0.74911,0.01308,0.08655,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/parry_recovery_01/operator__modular_upper_body__unarmed__parry_recovery_01__e__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/parry_recovery_01/operator__modular_lower_body__unarmed__parry_recovery_01__e__5f__96.png
unarmed__parry_recovery_01,e,4,upper+lower,32,70,1690,0.75446,49.440,52.085,1.940,84,15,11,32,32,0.72917,0.33333,1,1.00000,24,26,25,29,32,0.92308,0.96154,1.11538,1.23077,false,true,0.17829,0.32061,0.76805,0.01893,0.08909,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/parry_recovery_01/operator__modular_upper_body__unarmed__parry_recovery_01__e__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/parry_recovery_01/operator__modular_lower_body__unarmed__parry_recovery_01__e__5f__96.png
unarmed__parry_recovery_01,e,5,upper+lower,32,71,1710,0.75264,49.313,51.422,1.813,84,14,11,32,32,0.73958,0.33333,1,1.00000,23,27,26.0,29,32,0.85185,0.96296,1.07407,1.18519,false,true,0.18312,0.33869,0.76257,0.01520,0.09067,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/parry_recovery_01/operator__modular_upper_body__unarmed__parry_recovery_01__e__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/parry_recovery_01/operator__modular_lower_body__unarmed__parry_recovery_01__e__5f__96.png
unarmed__parry_recovery_01,w,1,upper+lower,58,69,1846,0.46127,46.661,50.979,-0.839,84,16,11,16,22,0.71875,0.60417,1,1.00000,43,48,25,31,41,0.89583,0.52083,0.64583,0.85417,false,true,0.18597,0.36436,0.75840,0.01408,0.08769,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/parry_recovery_01/operator__modular_upper_body__unarmed__parry_recovery_01__w__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/parry_recovery_01/operator__modular_lower_body__unarmed__parry_recovery_01__w__5f__96.png
unarmed__parry_recovery_01,w,2,upper+lower,49,69,1775,0.52499,46.628,51.646,-0.872,84,16,11,21,26,0.71875,0.51042,1,1.00000,24,42,38,34,37,0.57143,0.90476,0.80952,0.88095,false,true,0.18253,0.36243,0.76056,0.01915,0.08571,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/parry_recovery_01/operator__modular_upper_body__unarmed__parry_recovery_01__w__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/parry_recovery_01/operator__modular_lower_body__unarmed__parry_recovery_01__w__5f__96.png
unarmed__parry_recovery_01,w,3,upper+lower,32,70,1682,0.75089,45.489,52.148,-2.011,84,15,11,32,32,0.72917,0.33333,1,1.00000,24,25,25,29,31,0.96000,1.00000,1.16000,1.24000,false,true,0.17840,0.32828,0.74911,0.01308,0.08655,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/parry_recovery_01/operator__modular_upper_body__unarmed__parry_recovery_01__w__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/parry_recovery_01/operator__modular_lower_body__unarmed__parry_recovery_01__w__5f__96.png
unarmed__parry_recovery_01,w,4,upper+lower,32,70,1690,0.75446,45.560,52.085,-1.940,84,15,11,32,32,0.72917,0.33333,1,1.00000,24,26,25,29,32,0.92308,0.96154,1.11538,1.23077,false,true,0.17829,0.32061,0.76805,0.01893,0.08909,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/parry_recovery_01/operator__modular_upper_body__unarmed__parry_recovery_01__w__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/parry_recovery_01/operator__modular_lower_body__unarmed__parry_recovery_01__w__5f__96.png
unarmed__parry_recovery_01,w,5,upper+lower,32,71,1710,0.75264,45.687,51.422,-1.813,84,14,11,32,32,0.73958,0.33333,1,1.00000,23,27,26.0,29,32,0.85185,0.96296,1.07407,1.18519,false,true,0.18312,0.33869,0.76257,0.01520,0.09067,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/parry_recovery_01/operator__modular_upper_body__unarmed__parry_recovery_01__w__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/parry_recovery_01/operator__modular_lower_body__unarmed__parry_recovery_01__w__5f__96.png
unarmed__run_01,e,1,full,54,66,1668,0.46801,51.630,49.469,4.130,82,17,13,19,23,0.68750,0.56250,4,0.99640,27,35,31.5,42,47,0.77143,0.90000,1.20000,1.34286,false,true,0.14364,0.33701,0.81235,0.02878,0.10206,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__e__5f__96.png
unarmed__run_01,e,2,full,58,83,1669,0.34670,50.579,54.425,3.079,90,8,5,13,25,0.86458,0.60417,8,0.99461,19,31,29,32,42,0.61290,0.93548,1.03226,1.35484,false,true,0.13541,0.32227,0.83463,0.02516,0.08376,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__e__5f__96.png
unarmed__run_01,e,3,full,59,76,1602,0.35727,48.873,49.389,1.373,85,10,10,8,29,0.79167,0.61458,7,0.99563,25,32,31,35,27,0.78125,0.96875,1.09375,0.84375,false,true,0.15288,0.35250,0.78839,0.02684,0.10987,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__e__5f__96.png
unarmed__run_01,e,4,full,53,71,1807,0.48020,47.699,51.302,0.199,87,17,8,15,28,0.73958,0.55208,4,0.99668,29,35,33.0,38,46,0.82857,0.94286,1.08571,1.31429,false,true,0.14492,0.34337,0.80631,0.02490,0.10546,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__e__5f__96.png
unarmed__run_01,e,5,full,39,65,1577,0.62209,47.909,50.236,0.409,84,20,11,28,29,0.67708,0.40625,5,0.99746,31,38,36.5,39,24,0.81579,0.96053,1.02632,0.63158,false,true,0.14582,0.34629,0.80977,0.02727,0.09600,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__e__5f__96.png
unarmed__run_01,n,1,full,44,65,1759,0.61503,47.236,49.444,-0.264,83,19,12,26,26,0.67708,0.45833,2,0.99943,26,43,40.0,43,27,0.60465,0.93023,1.00000,0.62791,false,true,0.13107,0.37450,0.80500,0.00682,0.10060,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__n__6f__96.png
unarmed__run_01,n,2,full,48,65,1828,0.58590,47.054,48.655,-0.446,83,19,12,23,25,0.67708,0.50000,1,1.00000,29,47,42.0,47,27,0.61702,0.89362,1.00000,0.57447,false,true,0.13828,0.42359,0.79923,0.01094,0.11571,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__n__6f__96.png
unarmed__run_01,n,3,full,48,65,1832,0.58718,48.804,48.671,1.304,83,19,12,26,22,0.67708,0.50000,1,1.00000,29,47,43.0,47,27,0.61702,0.91489,1.00000,0.57447,false,true,0.13919,0.41762,0.79803,0.01037,0.11687,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__n__6f__96.png
unarmed__run_01,n,4,full,44,67,1825,0.61906,48.080,49.742,0.580,85,19,10,27,25,0.69792,0.45833,1,1.00000,26,44,43.0,43,25,0.59091,0.97727,0.97727,0.56818,false,true,0.12326,0.35911,0.84164,0.00986,0.08251,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__n__6f__96.png
unarmed__run_01,n,5,full,47,68,1891,0.59168,48.244,50.067,0.744,86,19,9,26,23,0.70833,0.48958,1,1.00000,28,47,43,45,27,0.59574,0.91489,0.95745,0.57447,false,true,0.13766,0.39848,0.78477,0.00687,0.11875,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__n__6f__96.png
unarmed__run_01,n,6,full,48,65,1836,0.58846,47.852,48.728,0.352,83,19,12,24,24,0.67708,0.50000,1,1.00000,28,48,43.5,48,27,0.58333,0.90625,1.00000,0.56250,false,true,0.13350,0.41081,0.81155,0.00926,0.11309,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__n__6f__96.png
unarmed__run_01,se,1,full,39,74,1805,0.62543,48.490,45.699,0.990,85,12,10,30,27,0.77083,0.40625,1,1.00000,28,38,37.0,39,26,0.73684,0.97368,1.02632,0.68421,false,true,0.14439,0.32735,0.81163,0.02659,0.08627,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__se__4f__96.png
unarmed__run_01,se,2,full,43,78,1950,0.58140,48.507,46.748,1.007,87,10,8,28,25,0.81250,0.44792,1,1.00000,24,43,39.0,41,31,0.55814,0.90698,0.95349,0.72093,false,true,0.13276,0.30084,0.85744,0.02205,0.09034,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__se__4f__96.png
unarmed__run_01,se,3,full,50,77,1937,0.50312,49.943,39.814,2.443,81,5,14,25,21,0.80208,0.52083,2,0.99948,26,49,43,50,38,0.53061,0.87755,1.02041,0.77551,false,true,0.14277,0.30906,0.83376,0.02323,0.10238,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__se__4f__96.png
unarmed__run_01,se,4,full,44,75,1942,0.58848,48.540,44.001,1.040,83,9,12,29,23,0.78125,0.45833,2,0.99949,27,44,37,44,28,0.61364,0.84091,1.00000,0.63636,false,true,0.14465,0.31516,0.83883,0.02266,0.08469,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__se__4f__96.png
unarmed__run_01,se,1,upper+lower,46,72,1941,0.58605,52.821,49.982,5.321,88,17,7,29,21,0.75000,0.47917,1,1.00000,33,46,41.0,46,31,0.71739,0.89130,1.00000,0.67391,false,true,0.20733,0.43869,0.65997,0.02009,0.13056,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/locomotion/run_01/operator__modular_upper_body__unarmed__run_01__se__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/locomotion/run_01/operator__modular_lower_body__unarmed__run_01__se__5f__96.png
unarmed__run_01,se,2,upper+lower,43,73,1893,0.60306,50.714,49.727,3.214,89,17,6,30,23,0.76042,0.44792,1,1.00000,27,43,39.0,43,32,0.62791,0.90698,1.00000,0.74419,false,true,0.21013,0.45474,0.66138,0.02166,0.13894,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/locomotion/run_01/operator__modular_upper_body__unarmed__run_01__se__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/locomotion/run_01/operator__modular_lower_body__unarmed__run_01__se__5f__96.png
unarmed__run_01,se,3,upper+lower,53,74,2034,0.51861,52.151,50.486,4.651,90,17,5,26,17,0.77083,0.55208,1,1.00000,29,53,43.5,51,31,0.54717,0.82075,0.96226,0.58491,false,true,0.20748,0.44542,0.65880,0.01967,0.12693,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/locomotion/run_01/operator__modular_upper_body__unarmed__run_01__se__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/locomotion/run_01/operator__modular_lower_body__unarmed__run_01__se__5f__96.png
unarmed__run_01,se,4,upper+lower,43,70,1846,0.61329,52.925,49.691,5.425,87,18,8,33,20,0.72917,0.44792,1,1.00000,28,39,38,43,29,0.71795,0.97436,1.10256,0.74359,false,true,0.21333,0.45588,0.64951,0.02275,0.13152,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/locomotion/run_01/operator__modular_upper_body__unarmed__run_01__se__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/locomotion/run_01/operator__modular_lower_body__unarmed__run_01__se__5f__96.png
unarmed__run_01,se,5,upper+lower,50,73,2007,0.54986,52.526,51.099,5.026,89,17,6,26,20,0.76042,0.52083,1,1.00000,28,43,39.0,43,36,0.65116,0.90698,1.00000,0.83721,false,true,0.21064,0.45615,0.65571,0.02093,0.14067,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/locomotion/run_01/operator__modular_upper_body__unarmed__run_01__se__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/locomotion/run_01/operator__modular_lower_body__unarmed__run_01__se__5f__96.png
unarmed__run_01,sw,1,full,39,74,1805,0.62543,46.510,45.699,-0.990,85,12,10,27,30,0.77083,0.40625,1,1.00000,28,38,37.0,39,26,0.73684,0.97368,1.02632,0.68421,false,true,0.14439,0.32735,0.81163,0.02659,0.08627,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__sw__4f__96.png
unarmed__run_01,sw,2,full,43,78,1950,0.58140,46.493,46.748,-1.007,87,10,8,25,28,0.81250,0.44792,1,1.00000,24,43,39.0,41,31,0.55814,0.90698,0.95349,0.72093,false,true,0.13276,0.30084,0.85744,0.02205,0.09034,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__sw__4f__96.png
unarmed__run_01,sw,3,full,50,77,1937,0.50312,45.057,39.814,-2.443,81,5,14,21,25,0.80208,0.52083,2,0.99948,26,49,43,50,38,0.53061,0.87755,1.02041,0.77551,false,true,0.14277,0.30906,0.83376,0.02323,0.10238,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__sw__4f__96.png
unarmed__run_01,sw,4,full,44,75,1942,0.58848,46.460,44.001,-1.040,83,9,12,23,29,0.78125,0.45833,2,0.99949,27,44,37,44,28,0.61364,0.84091,1.00000,0.63636,false,true,0.14465,0.31516,0.83883,0.02266,0.08469,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__sw__4f__96.png
unarmed__run_01,sw,1,upper+lower,46,72,1942,0.58635,42.183,49.980,-5.317,88,17,7,21,29,0.75000,0.47917,1,1.00000,33,46,41.0,46,31,0.71739,0.89130,1.00000,0.67391,false,true,0.20724,0.43863,0.66014,0.02008,0.12882,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/locomotion/run_01/operator__modular_upper_body__unarmed__run_01__sw__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/locomotion/run_01/operator__modular_lower_body__unarmed__run_01__sw__5f__96.png
unarmed__run_01,sw,2,upper+lower,43,73,1893,0.60306,44.286,49.727,-3.214,89,17,6,23,30,0.76042,0.44792,1,1.00000,27,43,39.0,43,32,0.62791,0.90698,1.00000,0.74419,false,true,0.21013,0.45474,0.66138,0.02166,0.13894,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/locomotion/run_01/operator__modular_upper_body__unarmed__run_01__sw__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/locomotion/run_01/operator__modular_lower_body__unarmed__run_01__sw__5f__96.png
unarmed__run_01,sw,3,upper+lower,53,74,2034,0.51861,42.849,50.486,-4.651,90,17,5,17,26,0.77083,0.55208,1,1.00000,29,53,43.5,51,31,0.54717,0.82075,0.96226,0.58491,false,true,0.20748,0.44542,0.65880,0.01967,0.12693,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/locomotion/run_01/operator__modular_upper_body__unarmed__run_01__sw__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/locomotion/run_01/operator__modular_lower_body__unarmed__run_01__sw__5f__96.png
unarmed__run_01,sw,4,upper+lower,43,70,1846,0.61329,42.075,49.691,-5.425,87,18,8,20,33,0.72917,0.44792,1,1.00000,28,39,38,43,29,0.71795,0.97436,1.10256,0.74359,false,true,0.21333,0.45588,0.64951,0.02275,0.13152,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/locomotion/run_01/operator__modular_upper_body__unarmed__run_01__sw__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/locomotion/run_01/operator__modular_lower_body__unarmed__run_01__sw__5f__96.png
unarmed__run_01,sw,5,upper+lower,50,73,2008,0.55014,42.477,51.091,-5.023,89,17,6,20,26,0.76042,0.52083,1,1.00000,28,43,39.0,43,36,0.65116,0.90698,1.00000,0.83721,false,true,0.21063,0.45615,0.65588,0.02092,0.14078,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/locomotion/run_01/operator__modular_upper_body__unarmed__run_01__sw__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/locomotion/run_01/operator__modular_lower_body__unarmed__run_01__sw__5f__96.png
unarmed__run_01,s,1,upper+lower,49,70,1906,0.55569,46.288,52.517,-1.212,87,18,8,21,26,0.72917,0.51042,1,1.00000,23,42,41,44,39,0.54762,0.97619,1.04762,0.92857,false,true,0.19305,0.38108,0.67733,0.00420,0.08707,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/locomotion/run_01/operator__modular_upper_body__unarmed__run_01__s__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/locomotion/run_01/operator__modular_lower_body__unarmed__run_01__s__5f__96.png
unarmed__run_01,s,2,upper+lower,45,67,1894,0.62819,46.506,53.930,-0.994,87,21,8,24,27,0.69792,0.46875,1,1.00000,23,42,42.0,45,37,0.54762,1.00000,1.07143,0.88095,false,true,0.19890,0.40659,0.66843,0.00898,0.09510,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/locomotion/run_01/operator__modular_upper_body__unarmed__run_01__s__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/locomotion/run_01/operator__modular_lower_body__unarmed__run_01__s__5f__96.png
unarmed__run_01,s,3,upper+lower,46,69,1903,0.59956,46.944,53.071,-0.556,87,19,8,24,26,0.71875,0.47917,2,0.99947,23,45,44,46,37,0.51111,0.97778,1.02222,0.82222,false,true,0.18534,0.36624,0.70100,0.00473,0.10050,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/locomotion/run_01/operator__modular_upper_body__unarmed__run_01__s__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/locomotion/run_01/operator__modular_lower_body__unarmed__run_01__s__5f__96.png
unarmed__run_01,s,4,upper+lower,52,69,1880,0.52397,45.595,53.048,-1.905,87,19,8,21,23,0.71875,0.54167,1,1.00000,23,42,41,45,39,0.54762,0.97619,1.07143,0.92857,false,true,0.19447,0.38128,0.67447,0.00426,0.09329,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/locomotion/run_01/operator__modular_upper_body__unarmed__run_01__s__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/locomotion/run_01/operator__modular_lower_body__unarmed__run_01__s__5f__96.png
unarmed__run_01,s,5,upper+lower,48,70,1974,0.58750,44.934,53.230,-2.566,87,18,8,21,27,0.72917,0.50000,1,1.00000,23,43,41,47,39,0.53488,0.95349,1.09302,0.90698,false,true,0.20170,0.40654,0.64792,0.00608,0.09965,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/locomotion/run_01/operator__modular_upper_body__unarmed__run_01__s__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/locomotion/run_01/operator__modular_lower_body__unarmed__run_01__s__5f__96.png
unarmed__run_01,s,1,full,43,64,1747,0.63481,46.736,48.503,-0.764,81,18,14,24,29,0.66667,0.44792,2,0.99943,26,40,40,43,31,0.65000,1.00000,1.07500,0.77500,false,true,0.14338,0.37278,0.82484,0.02690,0.11301,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__s__7f__96.png
